seccion,tipo,id_casilla,domicilio,ubicacion,referencia,lat,lng
2541,CONTIGUA,1,"LAGO DE PÁTZCUARO, NÚMERO 207, EL MANANTIAL, PUEBLO NUEVO, CÓDIGO POSTAL 68274, OAXACA DE JUÁREZ, OAXACA",OFICINA DEL COMITÉ DE VIDA VECINAL (COMVIVE) DE LA COLONIA EL MANANTIAL,ENTRE LAGO DE CATEMACO Y ARROYO SECO,17.1237041,-96.75542139999990
2542,BASICA,1,"CLEMENTE SANTOS, SIN NÚMERO, 9 DE MAYO, PUEBLO NUEVO, CÓDIGO POSTAL 68274, OAXACA DE JUÁREZ, OAXACA",EXPLANADA DE LA AGENCIA MUNICIPAL DE PUEBLO NUEVO,ENTRE LAS CALLES 19 DE AGOSTO Y SAN MARCOS,17.1192906,-96.755846
2542,CONTIGUA,1,"CLEMENTE SANTOS, SIN NÚMERO, 9 DE MAYO, PUEBLO NUEVO, CÓDIGO POSTAL 68274, OAXACA DE JUÁREZ, OAXACA",EXPLANADA DE LA AGENCIA MUNICIPAL DE PUEBLO NUEVO,ENTRE LAS CALLES 19 DE AGOSTO Y SAN MARCOS,17.1192906,-96.755846
2543,BASICA,1,"SEGUNDA PRIVADA DE PINO SUÁREZ, SIN NÚMERO, ESQUINA ARROYO SECO, PRIVADAS DE PINO SUÁREZ, CÓDIGO POSTAL 68274, OAXACA DE JUÁREZ, OAXACA",GALERA DEL COMITÉ DE VIDA VECINAL (COMVIVE),ENTRE ARROYO SECO Y PINO SUÁREZ,17.1140645,-96.7650373
2573,BASICA,1,"BUGAMBILIAS, SIN NÚMERO, JARDÍN, CÓDIGO POSTAL 68023, OAXACA DE JUÁREZ, OAXACA",CANCHAS DEPORTIVAS DE LA COLONIA JARDÍN,ENTRE LAS CALLES NOCHE BUENA Y PINOS,17.0953296,-96.7001599
2574,BASICA,1,"ÁLVARO OBREGÓN, SIN NÚMERO, DONAJÍ, CÓDIGO POSTAL 68023, OAXACA DE JUÁREZ, OAXACA",EXPLANADA DE LA AGENCIA MUNICIPAL DE DONAJÍ,ENTRE LAS CALLES PERIFÉRICO Y MIGUEL HIDALGO,17.1015744,-96.7013611
2575,BASICA,1,"CAMINO A SAN LUIS BELTRÁN, NÚMERO 503,SAN LUIS BELTRAN , CÓDIGO POSTAL 68023, OAXACA DE JUÁREZ, OAXACA",VIVIENDA PARTICULAR ,,17.0974029,-96.6924336
2576,BASICA,1,"CAMINO A SAN LUIS BELTRÁN, NÚMERO 1209, COLONIA JARDÍN, CÓDIGO POSTAL 68023, OAXACA DE JUÁREZ, OAXACA",PLAZA JARDÍN,A UN COSTADO DEL MINI ABASTOS SUCURSAL SAN LUIS BELTRÁN,17.094025,-96.698307
2577,BASICA,1,"TOTONTEPEC, SIN NÚMERO, SIETE REGIONES, CÓDIGO POSTAL 68023, OAXACA DE JUÁREZ, OAXACA",AL EXTERIOR DEL DOMICILIO PARTICULAR,ENTRE PROLONGACIÓN DE TUXTEPEC Y SEGUNDA PRIVADA DE TOTONTEPEC,17.0930033,-96.6960803
2578,BASICA,1,"LAS BRISAS, NÚMERO 118, AMPLIACIÓN SIETE REGIONES, CÓDIGO POSTAL 68023, OAXACA DE JUÁREZ, OAXACA",AL EXTERIOR DEL DOMICILIO PARTICULAR,ESQUINA CALLE PLAYA DEL CARMEN,17.0927299,-96.6930531
2579,BASICA,1,"TUXTEPEC, SIN NÚMERO, SIETE REGIONES, CÓDIGO POSTAL 68023, OAXACA DE JUÁREZ, OAXACA",GALERA DEL COMITÉ DE VIDA VECINAL (COMVIVE),ENTRE PRIVADA TUXTEPEC Y CALLE LOMA BONITA,17.089996,-96.6980851
2580,BASICA,1,"JÚPITER, NÚMERO 110, LOMAS DE SAN JACINTO, SECTOR UNO, CÓDIGO POSTAL 68015, OAXACA DE JUÁREZ, OAXACA",CANCHAS DEPORTIVAS,ENTRE LAS CALLES JÚPITER Y VENUS,17.0999734,-96.73805499999990
2581,BASICA,1,"SAN PEDRO, SIN NÚMERO, SANTO TOMÁS, CÓDIGO POSTAL 68043, OAXACA DE JUÁREZ, OAXACA",SALÓN DE USOS MÚLTIPLES DE LA COLONIA SANTO TOMÁS,ENTRE LA CALLE SAN FRANCISCO Y ANDADOR SAN ÁNGEL,17.0925335,-96.7347659
2582,BASICA,1,"POPOCATÉPETL, SIN NÚMERO, SABINO CRESPO, CÓDIGO POSTAL 68040, OAXACA DE JUÁREZ, OAXACA",CANCHA DE BÁSQUETBOL DE LA UNIDAD DEPORTIVA SABINO CRESPO,ENTRE LA CALLE PARICUTÍN Y PRIVADA DE POPOCATÉPETL,17.0856934,-96.7329055
2583,BASICA,1,"PRIMERO DE MAYO, NÚMERO 102, SAN JUAN CHAPULTEPEC, CÓDIGO POSTAL 68157, OAXACA DE JUÁREZ, OAXACA",ESCUELA TELESECUNDARIA HÉROES NACIONALES,ENTRE CARRETERA A MONTE ALBÁN Y CALLE 7 DE NOVIEMBRE,17.0544533,-96.7448227
2584,BASICA,1,"NIÑO ARTILLERO, NÚMERO 300, BARRIO DEL COQUITO, SAN JUAN CHAPULTEPEC, CÓDIGO POSTAL 68150, OAXACA DE JUÁREZ, OAXACA",CASA DEL BARRIO,ENTRE CALLE 13 DE SEPTIEMBRE Y EL COQUITO,17.052198,-96.7439019
2585,BASICA,1,"INDEPENDENCIA, SIN NÚMERO, ESQUINA PORFIRIO DÍAZ, TRINIDAD DE VIGUERA, CÓDIGO POSTAL 68018, OAXACA DE JUÁREZ, OAXACA",CANCHA EJIDAL DE TRINIDAD DE VIGUERA,ENTRE LAS CALLES LIBERTAD Y PORFIRIO DÍAZ,17.1299876,-96.7508896
2585,CONTIGUA,1,"INDEPENDENCIA, SIN NÚMERO, ESQUINA PORFIRIO DÍAZ, TRINIDAD DE VIGUERA, CÓDIGO POSTAL 68018, OAXACA DE JUÁREZ, OAXACA",CANCHA EJIDAL DE TRINIDAD DE VIGUERA,ENTRE LAS CALLES LIBERTAD Y PORFIRIO DÍAZ,17.1299876,-96.7508896
2586,BASICA,1,"LOS PINOS, SIN NÚMERO, LA MAGUEYERA, TRINIDAD DE VIGUERA, CÓDIGO POSTAL 68276, OAXACA DE JUÁREZ, OAXACA",GALERA DE LA COLONIA MAGUEYERA,ENTRE AVENIDA MAGUEYERA Y CAMINO AL SEMINARIO,17.1333894,-96.7547174
2586,CONTIGUA,1,"LOS PINOS, SIN NÚMERO, LA MAGUEYERA, TRINIDAD DE VIGUERA, CÓDIGO POSTAL 68276, OAXACA DE JUÁREZ, OAXACA",GALERA DE LA COLONIA MAGUEYERA,ENTRE AVENIDA MAGUEYERA Y CAMINO AL SEMINARIO,17.1333894,-96.7547174
2587,BASICA,1,"21 DE MARZO, SIN NÚMERO, 21 DE MARZO, CÓDIGO POSTAL 68016, OAXACA DE JUÁREZ, OAXACA",ESCUELA SECUNDARIA TÉCNICA NÚMERO 271,A 100 METROS DE LA CANCHA,17.082746,-96.7418432
